"","condition","worker_id","education","english_native","ethnicity","gender","age","religion","comp_check","comments","trialNum","swatch","response","responseCoded","rt","country"
"402","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",18,"BI2A00005","definitely no",-3,2533,"india"
"403","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",19,"BI2A00036","definitely no",-3,2285,"india"
"404","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",20,"BI2A00014","probably no",-2,2646,"india"
"405","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",21,"BI2A00026","equally yes/no",0,3653,"india"
"406","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",22,"BI2A00034","probably no",-2,2212,"india"
"407","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",23,"BI2A00003","probably no",-2,2702,"india"
"408","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",24,"BI2A00016","maybe yes",1,3845,"india"
"409","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",25,"BI2A00031","definitely no",-3,1382,"india"
"410","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",26,"BI2A00007","definitely no",-3,1965,"india"
"411","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",27,"BI2A00039","definitely no",-3,2950,"india"
"412","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",28,"BI2A00046","definitely no",-3,1526,"india"
"413","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",29,"BI2A00047","definitely no",-3,1550,"india"
"414","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",30,"BI2A00029","probably no",-2,2526,"india"
"415","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",31,"BI2A00009","probably no",-2,1741,"india"
"416","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",32,"BI2A00032","definitely no",-3,3716,"india"
"417","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",33,"BI2A00013","definitely no",-3,2310,"india"
"418","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",34,"BI2A00041","definitely no",-3,1582,"india"
"419","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",35,"BI2A00027","definitely no",-3,1678,"india"
"420","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",36,"BI2A00001","definitely no",-3,1782,"india"
"421","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",37,"BI2A00048","definitely no",-3,1571,"india"
"422","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",38,"BI2A00024","definitely yes",3,7421,"india"
"423","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",39,"BI2A00019","probably yes",2,1814,"india"
"424","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",40,"BI2A00020","probably yes",2,2821,"india"
"425","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",41,"BI2A00038","definitely no",-3,1414,"india"
"426","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",42,"BI2A00044","definitely no",-3,1190,"india"
"427","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",43,"BI2A00030","definitely no",-3,926,"india"
"428","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",44,"BI2A00017","definitely no",-3,2054,"india"
"429","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",45,"BI2A00012","definitely no",-3,3094,"india"
"430","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",46,"BI2A00035","definitely no",-3,926,"india"
"431","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",47,"BI2A00045","definitely no",-3,1020,"india"
"432","animal","A1DLGAFXW9L95C","grad_degree","yes_multiple","asian_southAsian","male",35,"hinduism","I think that this is an animal.","",48,"BI2A00004","definitely no",-3,2486,"india"
"433","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",1,"BI2A00019","maybe yes",1,194562,"india"
"434","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",2,"BI2A00011","definitely yes",3,9532,"india"
"435","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",3,"BI2A00022","definitely yes",3,3370,"india"
"436","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",4,"BI2A00046","definitely yes",3,17925,"india"
"437","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",5,"BI2A00023","maybe yes",1,27954,"india"
"438","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",6,"BI2A00044","definitely yes",3,2828,"india"
"439","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",7,"BI2A00033","definitely yes",3,4081,"india"
"440","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",8,"BI2A00039","definitely yes",3,8759,"india"
"441","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",9,"BI2A00008","definitely yes",3,5355,"india"
"442","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",10,"BI2A00017","definitely yes",3,460,"india"
"443","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",11,"BI2A00015","definitely yes",3,2746,"india"
"444","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",12,"BI2A00031","definitely yes",3,198,"india"
"445","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",13,"BI2A00018","definitely yes",3,2329,"india"
"446","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",14,"BI2A00047","definitely yes",3,3963,"india"
"447","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",15,"BI2A00001","definitely yes",3,2596,"india"
"448","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",16,"BI2A00014","definitely yes",3,2356,"india"
"449","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",17,"BI2A00032","definitely yes",3,1522,"india"
"450","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",18,"BI2A00012","definitely yes",3,2090,"india"
"451","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",19,"BI2A00037","definitely yes",3,3091,"india"
"452","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",20,"BI2A00024","definitely yes",3,1858,"india"
"453","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",21,"BI2A00043","definitely yes",3,2997,"india"
"454","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",22,"BI2A00040","probably yes",2,7868,"india"
"455","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",23,"BI2A00042","probably yes",2,2908,"india"
"456","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",24,"BI2A00020","definitely yes",3,2396,"india"
"457","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",25,"BI2A00038","definitely yes",3,4444,"india"
"458","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",26,"BI2A00034","definitely yes",3,3450,"india"
"459","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",27,"BI2A00030","definitely yes",3,1794,"india"
"460","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",28,"BI2A00029","definitely yes",3,1344,"india"
"461","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",29,"BI2A00005","definitely yes",3,1140,"india"
"462","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",30,"BI2A00003","definitely yes",3,1178,"india"
"463","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",31,"BI2A00048","definitely yes",3,1403,"india"
"464","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",32,"BI2A00028","definitely yes",3,1555,"india"
"465","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",33,"BI2A00010","definitely yes",3,3628,"india"
"466","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",34,"BI2A00016","definitely yes",3,3819,"india"
"467","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",35,"BI2A00041","definitely yes",3,2613,"india"
"468","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",36,"BI2A00026","definitely yes",3,2204,"india"
"469","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",37,"BI2A00006","definitely yes",3,1996,"india"
"470","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",38,"BI2A00009","definitely yes",3,1564,"india"
"471","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",39,"BI2A00002","definitely yes",3,1244,"india"
"472","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",40,"BI2A00045","definitely yes",3,1844,"india"
"473","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",41,"BI2A00027","definitely yes",3,1913,"india"
"474","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",42,"BI2A00025","definitely yes",3,1109,"india"
"475","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",43,"BI2A00004","definitely yes",3,1250,"india"
"476","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",44,"BI2A00021","definitely yes",3,245,"india"
"477","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",45,"BI2A00036","definitely yes",3,1035,"india"
"478","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",46,"BI2A00035","definitely yes",3,260,"india"
"479","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",47,"BI2A00013","definitely yes",3,882,"india"
"480","animal","A38BXBQYWC6B6C","grad_degree","yes_only","white","male",35,"christianity_catholic","YES","GOOD SURVEY",48,"BI2A00007","definitely yes",3,301,"india"
"481","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",1,"BI2A00018","maybe yes",1,5034,"india"
"482","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",2,"BI2A00013","definitely yes",3,4147,"india"
"483","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",3,"BI2A00044","definitely no",-3,3191,"india"
"484","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",4,"BI2A00006","definitely yes",3,2222,"india"
"485","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",5,"BI2A00031","maybe yes",1,2797,"india"
"486","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",6,"BI2A00015","probably yes",2,2568,"india"
"487","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",7,"BI2A00005","maybe yes",1,1457,"india"
"488","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",8,"BI2A00033","probably no",-2,1877,"india"
"489","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",9,"BI2A00026","equally yes/no",0,4016,"india"
"490","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",10,"BI2A00019","probably yes",2,1911,"india"
"491","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",11,"BI2A00024","definitely yes",3,2390,"india"
"492","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",12,"BI2A00032","maybe no",-1,2127,"india"
"493","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",13,"BI2A00028","maybe no",-1,2726,"india"
"494","animal","ASJSRTPWPGMVW","college_bachDegree","yes_only","asian_southAsian","female",23,"islam","This is an animal","",14,"BI2A00002","definitely yes",3,2138,"india"
